title,company_name,job_description,job_requirments,location
Pricing Analyst,AXA,"['\n\n            مستوى الأقدمية\n          \n\n            مستوى المبتدئين\n          \n', '\n\n          نوع التوظيف\n        \n\n          دوام كامل\n        \n', '\n\n            المهام الوظيفية\n          \n\n            محلل، إدارة المنتجات، و الأبحاث\n          \n', '\n\n            المجالات\n          \n\n          التأمين\n          \n']","['\nLinkedIn\n\n© 2022\n', '\n\n          \n          نبذة عني\n        \n        \n', '\n\n          \n          إمكانية الوصول\n        \n        \n', '\n\n          \n          اتفاقية المستخدم\n        \n        \n', '\n\n          \n          سياسة الخصوصية\n        \n        \n', '\n\n          \n          سياسة ملفات تعريف الارتباط\n        \n        \n', '\n\n          \n          سياسة حقوق النشر\n        \n        \n', '\n\n          \n          سياسة العلامة التجارية\n        \n        \n', '\n\n          \n            إعدادات إدارة الضيوف\n          \n        \n', '\n\n          \n          إرشادات المجتمع\n        \n        \n', '\n\n\n\n\n\n\nالعربية (العربية)\n\n\n\n\n\n                Čeština (التشيكية)\n            \n\n\n\n\n                Dansk (الدنمركية)\n            \n\n\n\n\n                Deutsch (الألمانية)\n            \n\n\n\n\n                English (الإنجليزية)\n            \n\n\n\n\n                Español (الإسبانية)\n            \n\n\n\n\n                Français (الفرنسية)\n            \n\n\n\n\n                हिंदी (الهندية)\n            \n\n\n\n\n                Bahasa Indonesia (بهاسا إندونيسيا)\n            \n\n\n\n\n                Italiano (الإيطالية)\n            \n\n\n\n\n                日本語 (اليابانية)\n            \n\n\n\n\n                한국어 (الكورية)\n            \n\n\n\n\n                Bahasa Malaysia (الماليزية)\n            \n\n\n\n\n                Nederlands (الهولندية)\n            \n\n\n\n\n                Norsk (النرويجية)\n            \n\n\n\n\n                Polski (البولندية)\n            \n\n\n\n\n                Português (البرتغالية)\n            \n\n\n\n\n                Română (الرومانية)\n            \n\n\n\n\n                Русский (الروسية)\n            \n\n\n\n\n                Svenska (السويدية)\n            \n\n\n\n\n                ภาษาไทย (التايلاندية)\n            \n\n\n\n\n                Tagalog (التاغلوغية)\n            \n\n\n\n\n                Türkçe (التركية)\n            \n\n\n\n\n                Українська (الأوكرانية)\n            \n\n\n\n\n                简体中文 (الصينية المبسطة)\n            \n\n\n\n\n                正體中文 (الصينية التقليدية)\n            \n\n\n\n\n            اللغة\n          \n\n\n\n', '\n\n\nالعربية (العربية)\n\n', '\n\n\n                Čeština (التشيكية)\n            \n', '\n\n\n                Dansk (الدنمركية)\n            \n', '\n\n\n                Deutsch (الألمانية)\n            \n', '\n\n\n                English (الإنجليزية)\n            \n', '\n\n\n                Español (الإسبانية)\n            \n', '\n\n\n                Français (الفرنسية)\n            \n', '\n\n\n                हिंदी (الهندية)\n            \n', '\n\n\n                Bahasa Indonesia (بهاسا إندونيسيا)\n            \n', '\n\n\n                Italiano (الإيطالية)\n            \n', '\n\n\n                日本語 (اليابانية)\n            \n', '\n\n\n                한국어 (الكورية)\n            \n', '\n\n\n                Bahasa Malaysia (الماليزية)\n            \n', '\n\n\n                Nederlands (الهولندية)\n            \n', '\n\n\n                Norsk (النرويجية)\n            \n', '\n\n\n                Polski (البولندية)\n            \n', '\n\n\n                Português (البرتغالية)\n            \n', '\n\n\n                Română (الرومانية)\n            \n', '\n\n\n                Русский (الروسية)\n            \n', '\n\n\n                Svenska (السويدية)\n            \n', '\n\n\n                ภาษาไทย (التايلاندية)\n            \n', '\n\n\n                Tagalog (التاغلوغية)\n            \n', '\n\n\n                Türkçe (التركية)\n            \n', '\n\n\n                Українська (الأوكرانية)\n            \n', '\n\n\n                简体中文 (الصينية المبسطة)\n            \n', '\n\n\n                正體中文 (الصينية التقليدية)\n            \n']",القاهرة مصر
Marsh MENA Graduate Development Program - Egypt,Marsh,"['Excellent written and verbal communication skills', 'Strong computer skills with proficiency in Microsoft applications (PowerPoint, Word, Excel)', 'Strong Academic Grade', 'Has enthusiasm for developing a long-term career within the insurance industry ', 'Ability to work in teams in the spirit of collaboration, engagement and inclusion', 'Fluent in English (Arabic language is an advantage)', 'Passionate to develop a long-term career in the insurance and risk management industry', 'Outstanding analytical thinking and problem solving skills', 'Excellent verbal and written communication skills', 'Result-orientation']","['Embark on a journey of growth as you undergo an intensive 18 months structured learning curriculum and gain valuable work experience from exciting cross-functional job rotations', 'An opportunity to gain a regional exposure and best practices within the Insurance and Risk Management industry.', 'You will be part of a reputable and recognized brand in the insurance and risk management industry by working with and learning from industry leading experts in the field', 'Unprecedented opportunity to meaningfully impact our clients and make a difference across the world and industries']",القاهرة القاهرة مصر
Senior / Managing Business Consultant,Huawei,"['\n\n            مستوى الأقدمية\n          \n\n            مستوى متوسط الأقدمية\n          \n', '\n\n          نوع التوظيف\n        \n\n          دوام كامل\n        \n', '\n\n            المهام الوظيفية\n          \n\n            تكنولوجيا المعلومات\n          \n', '\n\n            المجالات\n          \n\n          اتصالات\n          \n']","['\nLinkedIn\n\n© 2022\n', '\n\n          \n          نبذة عني\n        \n        \n', '\n\n          \n          إمكانية الوصول\n        \n        \n', '\n\n          \n          اتفاقية المستخدم\n        \n        \n', '\n\n          \n          سياسة الخصوصية\n        \n        \n', '\n\n          \n          سياسة ملفات تعريف الارتباط\n        \n        \n', '\n\n          \n          سياسة حقوق النشر\n        \n        \n', '\n\n          \n          سياسة العلامة التجارية\n        \n        \n', '\n\n          \n            إعدادات إدارة الضيوف\n          \n        \n', '\n\n          \n          إرشادات المجتمع\n        \n        \n', '\n\n\n\n\n\n\nالعربية (العربية)\n\n\n\n\n\n                Čeština (التشيكية)\n            \n\n\n\n\n                Dansk (الدنمركية)\n            \n\n\n\n\n                Deutsch (الألمانية)\n            \n\n\n\n\n                English (الإنجليزية)\n            \n\n\n\n\n                Español (الإسبانية)\n            \n\n\n\n\n                Français (الفرنسية)\n            \n\n\n\n\n                हिंदी (الهندية)\n            \n\n\n\n\n                Bahasa Indonesia (بهاسا إندونيسيا)\n            \n\n\n\n\n                Italiano (الإيطالية)\n            \n\n\n\n\n                日本語 (اليابانية)\n            \n\n\n\n\n                한국어 (الكورية)\n            \n\n\n\n\n                Bahasa Malaysia (الماليزية)\n            \n\n\n\n\n                Nederlands (الهولندية)\n            \n\n\n\n\n                Norsk (النرويجية)\n            \n\n\n\n\n                Polski (البولندية)\n            \n\n\n\n\n                Português (البرتغالية)\n            \n\n\n\n\n                Română (الرومانية)\n            \n\n\n\n\n                Русский (الروسية)\n            \n\n\n\n\n                Svenska (السويدية)\n            \n\n\n\n\n                ภาษาไทย (التايلاندية)\n            \n\n\n\n\n                Tagalog (التاغلوغية)\n            \n\n\n\n\n                Türkçe (التركية)\n            \n\n\n\n\n                Українська (الأوكرانية)\n            \n\n\n\n\n                简体中文 (الصينية المبسطة)\n            \n\n\n\n\n                正體中文 (الصينية التقليدية)\n            \n\n\n\n\n            اللغة\n          \n\n\n\n', '\n\n\nالعربية (العربية)\n\n', '\n\n\n                Čeština (التشيكية)\n            \n', '\n\n\n                Dansk (الدنمركية)\n            \n', '\n\n\n                Deutsch (الألمانية)\n            \n', '\n\n\n                English (الإنجليزية)\n            \n', '\n\n\n                Español (الإسبانية)\n            \n', '\n\n\n                Français (الفرنسية)\n            \n', '\n\n\n                हिंदी (الهندية)\n            \n', '\n\n\n                Bahasa Indonesia (بهاسا إندونيسيا)\n            \n', '\n\n\n                Italiano (الإيطالية)\n            \n', '\n\n\n                日本語 (اليابانية)\n            \n', '\n\n\n                한국어 (الكورية)\n            \n', '\n\n\n                Bahasa Malaysia (الماليزية)\n            \n', '\n\n\n                Nederlands (الهولندية)\n            \n', '\n\n\n                Norsk (النرويجية)\n            \n', '\n\n\n                Polski (البولندية)\n            \n', '\n\n\n                Português (البرتغالية)\n            \n', '\n\n\n                Română (الرومانية)\n            \n', '\n\n\n                Русский (الروسية)\n            \n', '\n\n\n                Svenska (السويدية)\n            \n', '\n\n\n                ภาษาไทย (التايلاندية)\n            \n', '\n\n\n                Tagalog (التاغلوغية)\n            \n', '\n\n\n                Türkçe (التركية)\n            \n', '\n\n\n                Українська (الأوكرانية)\n            \n', '\n\n\n                简体中文 (الصينية المبسطة)\n            \n', '\n\n\n                正體中文 (الصينية التقليدية)\n            \n']",القاهرة مصر
AI Engineer,PaxeraHealth,"['Develops required machine learning models or prototype applications, applying formulated AI recipes and verifying the problem/solution fit.', 'Understands the challenges in medical imaging and using state of the art solutions in AI and DL.', 'Participates in building new experiences, improves existing products, ensures quality assurance test designs and contributes to test systems architecture discussions.', 'Works alongside leading innovators in the field of deep learning and health care, plays a critical role in algorithm development.', 'Analyzes and evaluates data and builds deep networks to detect or predict features, while effectively balancing quality, availability, timeliness and cost factors.']","['2-3 years of AI/ML experience with a degree in a quantitative fields like Computer Science, data science, Engineering or related field required, with a significant focus on deep learning.', 'BA/BS degree in computer science or related discipline is required, MS degree is preferred.', 'Good command of the English language required (spoken and written).']",الجيزة أكتوبر 6 مصر
Business Research Analyst,Infomineo,"['Analyze research requests and define the best approach to successfully complete them', 'Gather data, verify it for accuracy, and package it in a structured and easily digestible manner', 'Assess existing research sources and data collection strategies, while coming up with suggestions when possible', 'Collaborate with clients and managers on the status of your work', 'Use your creativity and expertise to support Infomineo’s internal development projects']","['You have the ability to analyze a problem, ask relevant questions, and think outside-of-the-box', 'You have past experience in or a love for research, consulting or data analysis', 'Preferably, you are someone with 1-2 years of work experience', 'You hold a Bachelors or Masters degree in Business, Economics, or similar field', 'You are at ease when working with figures and concepts that include modeling or correlation analysis', 'You are a creative self-starter that appreciates working in an entrepreneurial environment', 'You enjoy collaborating with people and working in teams', 'You are fully proficient in English and Arabic']",القاهرة القاهرة مصر
Product Management Specialist,Beko Global,"['Conducting market research to find answers about consumer requirements, habits and trends', 'Brainstorm and develop ideas for creative marketing campaigns and product development plans ', 'Assist in outbound or inbound marketing activities by demonstrating expertise in various areas (content development and optimization, advertising, events planning etc.)', 'Coordinate with other departments to ensure product flow and proper product management as well as proper campaign execution', 'Collaborate with marketing and other professionals to coordinate product development, product positioning, segmentation , pricing, product P&L and marketing efforts', 'Plan and execute initiatives to reach the target audience through appropriate product management and product mix ', 'Assist in analyzing marketing data (campaign results, conversion rates, traffic etc.) to help shape future marketing strategies', 'Undertake individual tasks of a marketing plan as assigned.', 'responsible for executing effective marketing strategies', 'assist with campaign development, analysing the effectiveness of each campaign', 'Work closely with the sales team on program development and implementation', 'Ensure creative marketing materials undergo regular review and adhere to brand guidelines', 'Develop and communicate product Mix plans, campaign results and project recommendations to senior management team.', 'Responsible for product Knowledge and communicate to sales and other departments ']","['Proven experience as marketing specialist or similar role', 'Thorough understanding of marketing elements (including traditional and digital marketing such as SEO/Social media etc.) and market research methods', 'Demonstrable experience in marketing data analytics and tools.', 'Solid computer skills, including MS Office, Excel & Power point. ', 'Well-organized and detail oriented', 'Excellent communication and writing skills', 'Excellent analytical, communication and presentation skills', 'Commercial awareness partnered with a creative mind', 'Bachelor’s Degree in Marketing, Advertising or related discipline', '3+ years’ experience in a marketing role', 'Ability to work well in a fast-paced, collaborative environment']",القاهرة القاهرة الجديدة مصر
Saudi Arabia Government Affairs Officer ,Proven,"['\n\n            مستوى الأقدمية\n          \n\n            مستوى متوسط الأقدمية\n          \n', '\n\n          نوع التوظيف\n        \n\n          دوام كامل\n        \n', '\n\n            المهام الوظيفية\n          \n\n            تكنولوجيا المعلومات، الاستشارات، و المبيعات\n          \n', '\n\n            المجالات\n          \n\n          الاستشارات والخدمات في مجال الأعمال\n          \n']","['\nLinkedIn\n\n© 2022\n', '\n\n          \n          نبذة عني\n        \n        \n', '\n\n          \n          إمكانية الوصول\n        \n        \n', '\n\n          \n          اتفاقية المستخدم\n        \n        \n', '\n\n          \n          سياسة الخصوصية\n        \n        \n', '\n\n          \n          سياسة ملفات تعريف الارتباط\n        \n        \n', '\n\n          \n          سياسة حقوق النشر\n        \n        \n', '\n\n          \n          سياسة العلامة التجارية\n        \n        \n', '\n\n          \n            إعدادات إدارة الضيوف\n          \n        \n', '\n\n          \n          إرشادات المجتمع\n        \n        \n', '\n\n\n\n\n\n\nالعربية (العربية)\n\n\n\n\n\n                Čeština (التشيكية)\n            \n\n\n\n\n                Dansk (الدنمركية)\n            \n\n\n\n\n                Deutsch (الألمانية)\n            \n\n\n\n\n                English (الإنجليزية)\n            \n\n\n\n\n                Español (الإسبانية)\n            \n\n\n\n\n                Français (الفرنسية)\n            \n\n\n\n\n                हिंदी (الهندية)\n            \n\n\n\n\n                Bahasa Indonesia (بهاسا إندونيسيا)\n            \n\n\n\n\n                Italiano (الإيطالية)\n            \n\n\n\n\n                日本語 (اليابانية)\n            \n\n\n\n\n                한국어 (الكورية)\n            \n\n\n\n\n                Bahasa Malaysia (الماليزية)\n            \n\n\n\n\n                Nederlands (الهولندية)\n            \n\n\n\n\n                Norsk (النرويجية)\n            \n\n\n\n\n                Polski (البولندية)\n            \n\n\n\n\n                Português (البرتغالية)\n            \n\n\n\n\n                Română (الرومانية)\n            \n\n\n\n\n                Русский (الروسية)\n            \n\n\n\n\n                Svenska (السويدية)\n            \n\n\n\n\n                ภาษาไทย (التايلاندية)\n            \n\n\n\n\n                Tagalog (التاغلوغية)\n            \n\n\n\n\n                Türkçe (التركية)\n            \n\n\n\n\n                Українська (الأوكرانية)\n            \n\n\n\n\n                简体中文 (الصينية المبسطة)\n            \n\n\n\n\n                正體中文 (الصينية التقليدية)\n            \n\n\n\n\n            اللغة\n          \n\n\n\n', '\n\n\nالعربية (العربية)\n\n', '\n\n\n                Čeština (التشيكية)\n            \n', '\n\n\n                Dansk (الدنمركية)\n            \n', '\n\n\n                Deutsch (الألمانية)\n            \n', '\n\n\n                English (الإنجليزية)\n            \n', '\n\n\n                Español (الإسبانية)\n            \n', '\n\n\n                Français (الفرنسية)\n            \n', '\n\n\n                हिंदी (الهندية)\n            \n', '\n\n\n                Bahasa Indonesia (بهاسا إندونيسيا)\n            \n', '\n\n\n                Italiano (الإيطالية)\n            \n', '\n\n\n                日本語 (اليابانية)\n            \n', '\n\n\n                한국어 (الكورية)\n            \n', '\n\n\n                Bahasa Malaysia (الماليزية)\n            \n', '\n\n\n                Nederlands (الهولندية)\n            \n', '\n\n\n                Norsk (النرويجية)\n            \n', '\n\n\n                Polski (البولندية)\n            \n', '\n\n\n                Português (البرتغالية)\n            \n', '\n\n\n                Română (الرومانية)\n            \n', '\n\n\n                Русский (الروسية)\n            \n', '\n\n\n                Svenska (السويدية)\n            \n', '\n\n\n                ภาษาไทย (التايلاندية)\n            \n', '\n\n\n                Tagalog (التاغلوغية)\n            \n', '\n\n\n                Türkçe (التركية)\n            \n', '\n\n\n                Українська (الأوكرانية)\n            \n', '\n\n\n                简体中文 (الصينية المبسطة)\n            \n', '\n\n\n                正體中文 (الصينية التقليدية)\n            \n']",القاهرة مصر
Data Engineer,Tagaddod,"['Analyze and organize raw data ', 'Build data systems and pipelines', 'Evaluate business needs and objectives', 'Interpret trends and patterns', 'Conduct complex data analysis and report on results ', 'Prepare data for prescriptive and predictive modeling', 'Build algorithms and prototypes', 'Combine raw information from different sources', 'Explore ways to enhance data quality and reliability', 'Identify opportunities for data acquisition', 'Develop analytical tools and programs', 'Collaborate with data scientists and architects on several projects']","['Previous experience as a data engineer or in a similar role', 'Technical expertise with data models, data mining, and segmentation techniques', 'Knowledge of programming languages (e.g. Java and Python)', 'Hands-on experience with SQL database design', 'Great numerical and analytical skills', 'Degree in Computer Science, IT, or similar field; a Master’s is a plus', 'Data engineering certification (e.g IBM Certified Data Engineer) is a plus']",القاهرة القاهرة مصر
CRM Retail Officer (Digital Banking & Marketing Division),ALEXBANK,"['Interpreting data, analyzing large multi-dimensional datasets, identifying actionable insights and recommendations using statistical techniques (SAS, SQL, and other tools) ', 'Creating static and dynamic dashboards using Microsoft Excel and real-time dashboards using Microsoft Power BI.', 'Managing all related MISs reporting concerned CRM & Digital channels in the form of reports delivered on a regular basis to the business team for tracking the overall applications performance', 'Analyzing Digital Database to generate insights concerned with the channels performance across the specified KPIs as well as reporting the branches’ performance on a regular basis.', 'Campaign management through targeting relevant customers to x-selling, up-selling as well as relational campaigns to ensure all customers are offered relevant products & services.', 'Managing local CRM application through Portfolio & Campaign management as well as applying all the relevant upgrades and integrations for better customer targeting and thus, a better customer experience.', 'Carrying out all relevant testing scenarios (on the application as well as on the database level), in case of an upgraded local CRM version or an integration with any of the banks’ channels (e.g. Digital channels, Website, ATMs, etc.)', 'Measuring, reporting the performance of all digital marketing campaigns (SMS, E-Mail Marketing, Social Media, and Google Ads), and assess against goals (ROI and KPIs)', 'Designing, implementing & evaluating new techniques and models of data science - data mining, statistical analysis, machine learning and predictive analytics techniques to help business.']","['Bachelor degree in Computer science, economics and statistics, engineering, business administration, or a related discipline', '1-3 years previous experience working as a data analyst', 'Advanced Microsoft Excel skills is mandatory.', 'Knowledge of programming languages like SQL, Oracle, and Python.', 'Technical proficiency regarding database design development, data models, techniques for data mining, and segmentation.', 'Proficiency in statistics and statistical packages like Excel, SAS, and python.', 'Strong analytical skills with attention to details', 'Good verbal and written communication skills']",القاهرة مصر
Software Business Analyst,PaxeraHealth,"['Evaluating business processes, anticipating requirements, uncovering areas for improvement, and developing and implementing solutions.', 'Conducting meetings and presentations to share ideas and findings.', 'Gathering critical information from meetings with various stakeholders and producing useful reports.', 'Construct workflow charts and diagrams; studying system capabilities; writing specifications.', 'Improve systems by studying current practices; designing modifications.', 'Define project requirements by identifying project milestones, phases and elements.', 'Maintain user confidence and protect operations by keeping information confidential.', 'Prepare technical reports by collecting, analyzing and summarizing information and trends.', 'Perform daily reviews and analyses of current processes using operational metrics and reports']","['Sc. Biomedical Engineering/ Computer Science, preferably in a computing-related discipline.', '3-5 years’ experience in the Business Analyst field.', 'Excellent documentation skills.', 'Competency in Microsoft applications including Word, Excel, and Outlook.', 'Detail-oriented, analytical and inquisitive.', 'Familiar with the Microsoft team foundation server.', 'Ability to impact operations and effect change without being confrontational', 'Extremely organized with strong time-management skills', 'Superior attention to detail and outstanding organizational skills.', 'A history of leading and supporting successful projects.', 'Excellent communication skills']",الجيزة قسم ثان 6 اكتوبر مصر
Data Analyst,Koinz,"['Act as the first point of contact to answer all business data queries.', 'Develop effective reporting solutions by utilizing engineering best practices and using various BI tools.', 'Participate in continuous improvement of these reporting solutions.', 'Drive and support your designated business unit by converting complex data and findings into understandable tables, graphs, and written reports.', 'Present appropriate analysis and commentary to technical and non-technical audiences.', 'Gain subject matter expertise and help define appropriate key metrics for the business unit and discover untapped areas for business improvement.', 'Provide concrete data-driven insights.', 'Test and communicate new features to users.', 'Run regular data integrity audits.', 'Devise and evaluate methods for collecting data, such as surveys, questionnaires, and opinion polls.', 'Gather data about consumers, competitors, and market conditions.']","['Hold a university degree in Computer Engineering, Computer Science, or equivalent.', 'Have 1-3 years of experience in a related field.', 'Experience in business intelligence and visualization tools creating management dashboards.', 'Experience in writing SQL queries against large amounts of data and Tableau.']",القاهرة مصر
